ID,Raw_Text,Intent,Symptoms,Duration,Location,Severity,Case_Category,Processed_Text,Text_Length,Processed_Length,Word_Count
6523,Ada riwayat penyakit jantung di keluarga ayah saya.,jawab_riwayat_penyakit, , , ,sedang, ,riwayat penyakit jantung keluarga ayah,51,38,5
6524,"Beberapa tahun lalu saya didiagnosis anemia, tapi sekarang sudah tidak.",jawab_riwayat_penyakit, , , ,sedang, ,beberapa tahun lalu didiagnosis anemia tapi sekarang sudah tidak,71,64,9
6525,"Saya tidak punya riwayat penyakit serius, hanya flu biasa saja.",jawab_riwayat_penyakit, , , ,sedang,ISPA,tidak punya riwayat penyakit serius flu biasa,63,45,7
6526,Saya memiliki riwayat penyakit jantung koroner sejak lima tahun lalu.,jawab_riwayat_penyakit, , , ,sedang, ,memiliki riwayat penyakit jantung koroner sejak lima tahun lalu,69,63,9
6527,"Ibu saya menderita hipertensi, dan saya juga sering merasa pusing.",jawab_riwayat_penyakit,pusing, , ,sedang,Hipertensi,menderita hipertensi juga sering merasa pusing,66,46,6
6528,Saya punya alergi terhadap antibiotik jenis penisilin!,jawab_riwayat_penyakit, , , ,sedang, ,punya alergi antibiotik jenis penisilin,54,39,5
6529,Apakah riwayat penyakit keluarga juga penting? Ayah saya punya diabetes.,jawab_riwayat_penyakit, , , ,sedang,Diabetes,apakah riwayat penyakit keluarga juga penting ayah punya diabetes,72,65,9
6530,"Oh iya, saya juga pernah operasi usus buntu waktu SMA.",jawab_riwayat_penyakit, , , ,sedang, ,oh juga pernah operasi usus buntu waktu sma,54,43,8
6531,"Dulu pernah didiagnosis anemia, tapi sekarang sudah tidak lagi.",jawab_riwayat_penyakit, , , ,sedang, ,dulu pernah didiagnosis anemia tapi sekarang sudah tidak lagi,63,61,9
6532,Saya memiliki riwayat asma yang sering kambuh jika udara dingin.,jawab_riwayat_penyakit, , , ,sedang, ,memiliki riwayat asma sering kambuh udara dingin,64,48,7
6533,Ibu saya punya riwayat tekanan darah tinggi!,jawab_riwayat_penyakit, , , ,sedang,Hipertensi,punya riwayat tekanan darah tinggi,44,34,5
6534,Beberapa tahun lalu saya didiagnosis sinusitis.,jawab_riwayat_penyakit, , , ,sedang, ,beberapa tahun lalu didiagnosis sinusitis,47,41,5
6535,"Pernah sesak napas waktu kecil, tapi sekarang sudah tidak.",jawab_riwayat_penyakit,sesak, , ,sedang,ISPA,pernah sesak napas waktu kecil tapi sekarang sudah tidak,58,56,9
6536,"Dulu sering sakit kepala sebelah, tapi sekarang jarang.",jawab_riwayat_penyakit,sakit, ,kepala,sedang, ,dulu sering sakit kepala sebelah tapi sekarang jarang,55,53,8
6537,Saya punya riwayat sakit maag akut beberapa kali.,jawab_riwayat_penyakit,sakit, , ,sedang,Gastritis,punya riwayat sakit maag akut beberapa kali,49,43,7
6538,Tidak ada riwayat penyakit keturunan di keluarga saya.,jawab_riwayat_penyakit, , , ,sedang, ,tidak riwayat penyakit keturunan keluarga,54,41,5
6539,Saya ada riwayat alergi terhadap antibiotik tertentu.,jawab_riwayat_penyakit, , , ,sedang, ,riwayat alergi antibiotik tertentu,53,34,4
6540,"Dulu saya pernah dirawat karena demam berdarah, sekitar 5 tahun lalu.",jawab_riwayat_penyakit,demam, , ,sedang,Demam_Typhoid,dulu pernah dirawat demam berdarah sekitar 5 tahun lalu,69,55,9
6541,Pernah opname karena tifus waktu SMP!,jawab_riwayat_penyakit, , , ,sedang, ,pernah opname tifus waktu smp,37,29,5
6542,Saya tidak punya alergi obat atau makanan.,jawab_riwayat_penyakit, , , ,sedang, ,tidak punya alergi obat makanan,42,31,5
6543,"Punggung saya sering sakit, kayaknya saraf kejepit deh.",jawab_riwayat_penyakit,sakit, ,punggung,sedang, ,punggung sering sakit kayaknya saraf kejepit,55,44,6
6544,Saya pernah didiagnosis anemia defisiensi besi beberapa waktu lalu.,jawab_riwayat_penyakit, , , ,sedang, ,pernah didiagnosis anemia defisiensi besi beberapa waktu lalu,67,61,8
6545,Saya tidak memiliki riwayat penyakit jantung!,jawab_riwayat_penyakit, , , ,sedang, ,tidak memiliki riwayat penyakit jantung,45,39,5
6546,"Ibu saya menderita diabetes, apakah itu berpengaruh?",jawab_riwayat_penyakit, , , ,sedang,Diabetes,menderita diabetes apakah berpengaruh,52,37,4
6547,Dulu waktu kecil sering mengalami mimisan.,jawab_riwayat_penyakit, , , ,sedang, ,dulu waktu kecil sering mengalami mimisan,42,41,6
6548,Pernah mengalami patah tulang tangan kanan waktu bermain sepak bola.,jawab_riwayat_penyakit, , ,tangan,sedang, ,pernah mengalami patah tulang tangan kanan waktu bermain sepak bola,68,67,10
6549,Pernah mengalami alergi obat penisilin saat kecil.,jawab_riwayat_penyakit, , , ,sedang, ,pernah mengalami alergi obat penisilin saat kecil,50,49,7
6550,Saya ada riwayat penyakit jantung koroner dari ayah.,jawab_riwayat_penyakit, , , ,sedang, ,riwayat penyakit jantung koroner ayah,52,37,5
6551,Saya tidak punya alergi terhadap makanan apapun.,jawab_riwayat_penyakit, , , ,sedang, ,tidak punya alergi makanan apapun,48,33,5
6552,Dulu saya sering mengalami nyeri ulu hati!,jawab_riwayat_penyakit,nyeri, ,ulu hati,sedang,Gastritis,dulu sering mengalami nyeri ulu hati,42,36,6
6553,Saya juga ada riwayat alergi terhadap antibiotik tertentu.,jawab_riwayat_penyakit, , , ,sedang, ,juga riwayat alergi antibiotik tertentu,58,39,5
6554,Pernah mengalami sakit tifus waktu masih kecil.,jawab_riwayat_penyakit,sakit, , ,sedang, ,pernah mengalami sakit tifus waktu masih kecil,47,46,7
6555,Tidak ada riwayat penyakit serius lainnya dalam keluarga.,jawab_riwayat_penyakit, , , ,sedang, ,tidak riwayat penyakit serius lainnya dalam keluarga,57,52,7
6556,"Apakah riwayat alergi debu termasuk, Dok?",jawab_riwayat_penyakit, , , ,sedang, ,apakah riwayat alergi debu termasuk,41,35,5
6557,Saya didiagnosis asam urat sekitar setahun yang lalu.,jawab_riwayat_penyakit, , , ,sedang, ,didiagnosis asam urat sekitar setahun lalu,53,42,6
6558,Beberapa tahun lalu saya sempat mengalami infeksi saluran kemih.,jawab_riwayat_penyakit, , , ,sedang, ,beberapa tahun lalu sempat mengalami infeksi saluran kemih,64,58,8
6559,Pernah jatuh dari motor dan mengalami patah tulang tangan kanan.,jawab_riwayat_penyakit, , ,tangan,sedang, ,pernah jatuh motor mengalami patah tulang tangan kanan,64,54,8
6560,Saya tidak ingat pernah punya alergi terhadap obat tertentu.,jawab_riwayat_penyakit, , , ,sedang, ,tidak ingat pernah punya alergi obat tertentu,60,45,7
6561,"Oh iya, saya punya riwayat alergi debu!",jawab_riwayat_penyakit, , , ,sedang, ,oh punya riwayat alergi debu,39,28,5
6562,"Dulu waktu masih sekolah, saya sering pingsan saat upacara.",jawab_riwayat_penyakit, , , ,sedang, ,dulu waktu masih sekolah sering pingsan saat upacara,59,52,8
6563,Saya punya riwayat alergi terhadap obat antibiotik tertentu.,jawab_riwayat_penyakit, , , ,sedang, ,punya riwayat alergi obat antibiotik tertentu,60,45,6
6564,Pernah mengalami patah tulang pergelangan kaki waktu kecil.,jawab_riwayat_penyakit, , ,kaki,sedang, ,pernah mengalami patah tulang pergelangan kaki waktu kecil,59,58,8
6565,Dulu pernah operasi usus buntu waktu masih sekolah.,jawab_riwayat_penyakit, , , ,sedang, ,dulu pernah operasi usus buntu waktu masih sekolah,51,50,8
6566,Apakah riwayat keluarga juga penting? Ibu saya ada diabetes.,jawab_riwayat_penyakit, , , ,sedang,Diabetes,apakah riwayat keluarga juga penting diabetes,60,45,6
6567,"Saya juga ada riwayat asma, terutama saat cuaca dingin begini.",jawab_riwayat_penyakit, , , ,sedang, ,juga riwayat asma terutama saat cuaca dingin,62,44,7
6568,"Beberapa tahun lalu, saya didiagnosis menderita kolesterol tinggi.",jawab_riwayat_penyakit, , , ,sedang, ,beberapa tahun lalu didiagnosis menderita kolesterol tinggi,66,59,7
6569,Ayah saya punya riwayat hipertensi dan diabetes.,jawab_riwayat_penyakit, , , ,sedang,Diabetes,ayah punya riwayat hipertensi diabetes,48,38,5
6570,Dulu saya pernah mengalami depresi ringan.,jawab_riwayat_penyakit, , , ,ringan, ,dulu pernah mengalami depresi ringan,42,36,5
6571,Apakah penyakit gula termasuk riwayat yang perlu dicatat?,jawab_riwayat_penyakit, , , ,sedang,Diabetes,apakah penyakit gula termasuk riwayat perlu dicatat,57,51,7
6572,Saya memiliki alergi terhadap beberapa jenis antibiotik tertentu.,jawab_riwayat_penyakit, , , ,sedang, ,memiliki alergi beberapa jenis antibiotik tertentu,65,50,6
6573,Pernah dirawat di rumah sakit karena demam berdarah waktu SMP.,jawab_riwayat_penyakit,"demam,sakit", , ,sedang,Demam_Typhoid,pernah dirawat rumah sakit demam berdarah waktu smp,62,51,8
6574,"Ayah saya punya riwayat penyakit jantung koroner, apakah itu berpengaruh?",jawab_riwayat_penyakit, , , ,sedang, ,ayah punya riwayat penyakit jantung koroner apakah berpengaruh,73,62,8
6575,"Ibu saya menderita diabetes, jadi mungkin ada faktor keturunan.",jawab_riwayat_penyakit, , , ,sedang,Diabetes,menderita diabetes jadi faktor keturunan,63,40,5
6576,Beberapa waktu lalu saya sempat merasakan nyeri dada sebelah kiri!,jawab_riwayat_penyakit,nyeri, ,dada,sedang, ,beberapa waktu lalu sempat merasakan nyeri dada sebelah kiri,66,60,9
6577,Saya ada riwayat sakit tipes waktu kuliah dulu.,jawab_riwayat_penyakit,sakit, , ,sedang, ,riwayat sakit tipes waktu kuliah dulu,47,37,6
6578,"Tidak ada riwayat penyakit kronis dalam keluarga saya, setahu saya.",jawab_riwayat_penyakit, , , ,sedang, ,tidak riwayat penyakit kronis dalam keluarga setahu,67,51,7
6579,Saya memiliki riwayat hipertensi sejak lima tahun lalu.,jawab_riwayat_penyakit, , , ,sedang, ,memiliki riwayat hipertensi sejak lima tahun lalu,55,49,7
6580,Saya pernah mengalami alergi obat antibiotik.,jawab_riwayat_penyakit, , , ,sedang, ,pernah mengalami alergi obat antibiotik,45,39,5
6581,Ayah saya menderita diabetes tipe 2.,jawab_riwayat_penyakit, , , ,sedang,Diabetes,ayah menderita diabetes tipe 2,36,30,5
6582,"Saya tidak memiliki alergi makanan apapun, Dok!",jawab_riwayat_penyakit, , , ,sedang, ,tidak memiliki alergi makanan apapun,47,36,5
6583,Pernah opname karena tifus waktu masih SMP.,jawab_riwayat_penyakit, , , ,sedang, ,pernah opname tifus waktu masih smp,43,35,6
6584,Saya punya riwayat sakit maag kambuhan jika telat makan.,jawab_riwayat_penyakit,sakit, , ,sedang,Gastritis,punya riwayat sakit maag kambuhan telat makan,56,45,7
6585,Saya punya sakit maag yang sering kambuh.,jawab_riwayat_penyakit,sakit, , ,sedang,Gastritis,punya sakit maag sering kambuh,41,30,5
6586,Ayah saya ada riwayat penyakit jantung koroner.,jawab_riwayat_penyakit, , , ,sedang, ,ayah riwayat penyakit jantung koroner,47,37,5
6587,Beberapa tahun lalu pernah opname karena tifus.,jawab_riwayat_penyakit, , , ,sedang, ,beberapa tahun lalu pernah opname tifus,47,39,6
6588,Saya tidak ingat riwayat penyakit keluarga saya.,jawab_riwayat_penyakit, , , ,sedang, ,tidak ingat riwayat penyakit keluarga,48,37,5
6589,"Oh iya, dulu pernah patah tulang tangan waktu kecil.",jawab_riwayat_penyakit, , ,tangan,sedang, ,oh dulu pernah patah tulang tangan waktu kecil,52,46,8
6590,Saya punya alergi terhadap debu dan bulu binatang.,jawab_riwayat_penyakit, , , ,sedang, ,punya alergi debu bulu binatang,50,31,5
6591,Beberapa tahun lalu saya pernah didiagnosis dengan bronkitis.,jawab_riwayat_penyakit, , , ,sedang, ,beberapa tahun lalu pernah didiagnosis bronkitis,61,48,6
6592,Saya punya alergi terhadap beberapa jenis antibiotik!,jawab_riwayat_penyakit, , , ,sedang, ,punya alergi beberapa jenis antibiotik,53,38,5
6593,"Dulu waktu kecil, saya sering mimisan.",jawab_riwayat_penyakit, , , ,sedang, ,dulu waktu kecil sering mimisan,38,31,5
6594,Saya tidak ingat pernah punya penyakit berat sih.,jawab_riwayat_penyakit, , , ,sedang, ,tidak ingat pernah punya penyakit berat,49,39,6
6595,Saya punya riwayat tekanan darah tinggi yang perlu dikontrol.,jawab_riwayat_penyakit, , , ,sedang,Hipertensi,punya riwayat tekanan darah tinggi perlu dikontrol,61,50,7
6596,Ayah saya menderita diabetes melitus tipe 2.,jawab_riwayat_penyakit, , , ,sedang,Diabetes,ayah menderita diabetes melitus tipe 2,44,38,6
6597,Ibu saya punya riwayat hipertensi dan diabetes.,jawab_riwayat_penyakit, , , ,sedang,Diabetes,punya riwayat hipertensi diabetes,47,33,4
6598,Sejak kecil saya sering mimisan kalau kecapekan.,jawab_riwayat_penyakit, , , ,sedang, ,sejak kecil sering mimisan kecapekan,48,36,5
6599,Saya punya riwayat sakit kepala migrain yang cukup sering kambuh.,jawab_riwayat_penyakit,sakit, ,kepala,sedang, ,punya riwayat sakit kepala migrain cukup sering kambuh,65,54,8
6600,"Saya tidak tahu pasti, tapi mungkin ada riwayat penyakit gula di keluarga.",jawab_riwayat_penyakit, , , ,sedang,Diabetes,tidak tahu pasti tapi riwayat penyakit gula keluarga,74,52,8
6601,Dulu pernah operasi usus buntu waktu masih kecil.,jawab_riwayat_penyakit, , , ,sedang, ,dulu pernah operasi usus buntu waktu masih kecil,49,48,8
6602,"Saya punya riwayat asma sejak kecil, dan masih sering kambuh kalau kena debu.",jawab_riwayat_penyakit, , , ,sedang, ,punya riwayat asma sejak kecil masih sering kambuh kena debu,77,60,10
6603,"Ibu saya punya diabetes, apakah itu termasuk riwayat penyakit keluarga?",jawab_riwayat_penyakit, , , ,sedang,Diabetes,punya diabetes apakah termasuk riwayat penyakit keluarga,71,56,7
6604,Saya menderita maag kronis sejak masih kuliah.,jawab_riwayat_penyakit, , , ,sedang,Gastritis,menderita maag kronis sejak masih kuliah,46,40,6
6605,"Oh iya, saya juga alergi terhadap beberapa jenis antibiotik.",jawab_riwayat_penyakit, , , ,sedang, ,oh juga alergi beberapa jenis antibiotik,60,40,6
6606,Sepertinya tidak ada riwayat penyakit keturunan di keluarga saya.,jawab_riwayat_penyakit, , , ,sedang, ,sepertinya tidak riwayat penyakit keturunan keluarga,65,52,6
6607,"Saya pernah mengalami masalah pencernaan beberapa waktu lalu, tapi sudah sembuh.",jawab_riwayat_penyakit, , , ,sedang, ,pernah mengalami masalah pencernaan beberapa waktu lalu tapi sudah sembuh,80,73,10
6608,Saya tidak punya riwayat alergi obat apapun!,jawab_riwayat_penyakit, , , ,sedang, ,tidak punya riwayat alergi obat apapun,44,38,6
6609,Sejak kecil saya sering batuk pilek.,jawab_riwayat_penyakit,"batuk,pilek", , ,sedang,ISPA,sejak kecil sering batuk pilek,36,30,5
6610,Apakah riwayat penyakit keluarga juga perlu diceritakan?,jawab_riwayat_penyakit, , , ,sedang, ,apakah riwayat penyakit keluarga juga perlu diceritakan,56,55,7
6611,Saya merasa khawatir karena ayah saya punya hipertensi.,jawab_riwayat_penyakit, , , ,sedang, ,merasa khawatir ayah punya hipertensi,55,37,5
6612,Saya sering merasakan nyeri ulu hati setelah makan pedas.,jawab_riwayat_penyakit,nyeri, ,ulu hati,sedang,Gastritis,sering merasakan nyeri ulu hati setelah makan pedas,57,51,8
6613,Saya memiliki riwayat alergi terhadap udang.,jawab_riwayat_penyakit, , , ,sedang, ,memiliki riwayat alergi udang,44,29,4
6614,"Pernah sesak napas waktu kecil, tapi sudah lama sekali.",jawab_riwayat_penyakit,sesak, , ,berat,ISPA,pernah sesak napas waktu kecil tapi sudah lama sekali,55,53,9
6615,"Saya dulu sering sakit kepala tegang, tapi sekarang sudah jarang.",jawab_riwayat_penyakit,sakit, ,kepala,sedang, ,dulu sering sakit kepala tegang tapi sekarang sudah jarang,65,58,9
6616,Apakah riwayat sinusitis kronis saya perlu dicatat?,jawab_riwayat_penyakit, , , ,sedang, ,apakah riwayat sinusitis kronis perlu dicatat,51,45,6
6617,Ibu saya punya riwayat penyakit jantung koroner!,jawab_riwayat_penyakit, , , ,sedang, ,punya riwayat penyakit jantung koroner,48,38,5
6618,Saya menderita hipertensi sejak usia 40 tahun.,jawab_riwayat_penyakit, , , ,sedang, ,menderita hipertensi sejak usia 40 tahun,46,40,6
6619,"Alhamdulillah, sampai sekarang saya sehat-sehat saja.",jawab_riwayat_penyakit, , , ,sedang, ,alhamdulillah sampai sekarang sehat sehat,53,41,5
6620,"Dulu sempat didiagnosis GERD, tapi sekarang sudah terkontrol dengan obat.",jawab_riwayat_penyakit, , , ,sedang, ,dulu sempat didiagnosis gerd tapi sekarang sudah terkontrol obat,73,64,9
6621,Saya punya alergi terhadap antibiotik golongan penisilin.,jawab_riwayat_penyakit, , , ,sedang, ,punya alergi antibiotik golongan penisilin,57,42,5
6622,Apakah riwayat alergi makanan juga perlu saya sebutkan?,jawab_riwayat_penyakit, , , ,sedang, ,apakah riwayat alergi makanan juga perlu sebutkan,55,49,7
6623,Saya didiagnosis menderita gastritis kronis sekitar setahun yang lalu.,jawab_riwayat_penyakit, , , ,sedang, ,didiagnosis menderita gastritis kronis sekitar setahun lalu,70,59,7
6624,Pernah mengalami alergi obat penisilin saat masih kecil.,jawab_riwayat_penyakit, , , ,sedang, ,pernah mengalami alergi obat penisilin saat masih kecil,56,55,8
6625,"Saya tidak punya riwayat penyakit serius lainnya, sejauh yang saya ingat.",jawab_riwayat_penyakit, , , ,sedang, ,tidak punya riwayat penyakit serius lainnya sejauh ingat,73,56,8
6626,"Dulu waktu kecil sering sakit batuk pilek, tapi sekarang sudah jarang.",jawab_riwayat_penyakit,"batuk,pilek,sakit", , ,sedang,ISPA,dulu waktu kecil sering sakit batuk pilek tapi sekarang sudah jarang,70,68,11
6627,Apakah riwayat sakit cacar air termasuk penting?,jawab_riwayat_penyakit,sakit, , ,sedang, ,apakah riwayat sakit cacar air termasuk penting,48,47,7
6628,"Saya punya alergi terhadap debu dan serbuk bunga, biasanya bersin-bersin.",jawab_riwayat_penyakit, , , ,sedang, ,punya alergi debu serbuk bunga biasanya bersin bersin,73,53,8
6629,"Oh iya, saya juga pernah operasi usus buntu sekitar sepuluh tahun yang lalu.",jawab_riwayat_penyakit, , , ,sedang, ,oh juga pernah operasi usus buntu sekitar sepuluh tahun lalu,76,60,10
6630,Saya memiliki riwayat alergi terhadap antibiotik golongan penisilin.,jawab_riwayat_penyakit, , , ,sedang, ,memiliki riwayat alergi antibiotik golongan penisilin,68,53,6
6631,"Pernah juga saya mengalami nyeri dada sebelah kiri, tapi sudah lama.",jawab_riwayat_penyakit,nyeri, ,dada,sedang, ,pernah juga mengalami nyeri dada sebelah kiri tapi sudah lama,68,61,10
6632,Beberapa tahun lalu saya sempat didiagnosis infeksi saluran kemih.,jawab_riwayat_penyakit, , , ,sedang, ,beberapa tahun lalu sempat didiagnosis infeksi saluran kemih,66,60,8
6633,"Oh iya, saya juga punya riwayat sakit kepala migrain, kadang kambuh.",jawab_riwayat_penyakit,sakit, ,kepala,sedang, ,oh juga punya riwayat sakit kepala migrain kadang kambuh,68,56,9
6634,Saya pernah mengalami patah tulang tangan kanan waktu SD.,jawab_riwayat_penyakit, , ,tangan,sedang, ,pernah mengalami patah tulang tangan kanan waktu sd,57,51,8
6635,Apakah riwayat asam urat juga perlu diceritakan?,jawab_riwayat_penyakit, , , ,sedang, ,apakah riwayat asam urat juga perlu diceritakan,48,47,7
6636,"Ibu saya punya riwayat diabetes, apakah itu termasuk?",jawab_riwayat_penyakit, , , ,sedang,Diabetes,punya riwayat diabetes apakah termasuk,53,38,5
6637,Saya pernah mengalami alergi obat penisilin saat kecil.,jawab_riwayat_penyakit, , , ,sedang, ,pernah mengalami alergi obat penisilin saat kecil,55,49,7
6638,Pernah juga saya mengalami sesak napas karena asma.,jawab_riwayat_penyakit,sesak, , ,sedang,ISPA,pernah juga mengalami sesak napas asma,51,38,6
6639,"Saya tidak punya riwayat penyakit serius lainnya, sejauh yang saya tahu.",jawab_riwayat_penyakit, , , ,sedang, ,tidak punya riwayat penyakit serius lainnya sejauh tahu,72,55,8
6640,"Oh iya, saya punya asam lambung yang sering kambuh kalau telat makan!",jawab_riwayat_penyakit, , , ,sedang, ,oh punya asam lambung sering kambuh telat makan,69,47,8
6641,Apakah riwayat alergi makanan juga perlu disebutkan? Dulu pernah alergi udang.,jawab_riwayat_penyakit, , , ,sedang, ,apakah riwayat alergi makanan juga perlu disebutkan dulu pernah alergi udang,78,76,11
6642,"Selain itu, tidak ada riwayat penyakit kronis dalam keluarga saya.",jawab_riwayat_penyakit, , , ,sedang, ,selain tidak riwayat penyakit kronis dalam keluarga,66,51,7
6643,Beberapa tahun lalu saya pernah didiagnosis anemia defisiensi besi.,jawab_riwayat_penyakit, , , ,sedang, ,beberapa tahun lalu pernah didiagnosis anemia defisiensi besi,67,61,8
